age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid
58,M,African-American,Greater than 45,Medium,Male,21,-1,7,Yes,Yes
22,F,African-American,Less than 25,Medium,Male,3,-1,7,No,No
48,M,Hispanic,Greater than 45,Low,Male,1,0,1,Yes,Yes
37,F,Caucasian,25 - 45,Low,Male,0,0,4,No,No
57,F,African-American,Greater than 45,Medium,Male,1,-1,5,Yes,Yes
27,M,Caucasian,25 - 45,Low,Male,3,-22,1,No,No
26,F,African-American,25 - 45,Low,Male,3,0,4,No,No
24,F,Caucasian,Less than 25,High,Male,3,0,8,Yes,Yes
33,F,Caucasian,25 - 45,Low,Male,0,-1,1,No,No
29,F,African-American,25 - 45,Medium,Male,2,-1,6,No,No
24,F,African-American,Less than 25,High,Female,3,-1,10,Yes,Yes
19,F,Caucasian,Less than 25,High,Male,1,-1,10,Yes,Yes
36,M,Caucasian,25 - 45,Low,Male,2,-1,1,No,No
24,F,Caucasian,Less than 25,Medium,Female,0,0,5,No,No
34,M,Caucasian,25 - 45,Low,Male,0,0,1,No,No
25,F,Hispanic,25 - 45,Medium,Male,2,-1,5,Yes,Yes
20,F,African-American,Less than 25,High,Male,1,-1,10,Yes,Yes
28,M,Hispanic,25 - 45,Medium,Male,2,-263,5,Yes,Yes
24,M,African-American,Less than 25,Low,Male,1,-1,2,Yes,Yes
61,F,Caucasian,Greater than 45,Low,Male,4,-1,1,No,No
50,F,African-American,Greater than 45,Low,Female,3,0,2,No,No
30,M,African-American,25 - 45,Low,Male,1,0,1,No,No
38,F,African-American,25 - 45,Low,Male,5,-1,3,No,No
24,M,Caucasian,Less than 25,Low,Male,0,-1,1,No,No
45,F,African-American,Greater than 45,Low,Male,16,-83,2,No,No
46,F,African-American,Greater than 45,High,Female,2,-1,10,Yes,Yes
41,M,Caucasian,25 - 45,Low,Male,0,-1,1,Yes,Yes
20,F,Other,Less than 25,High,Male,0,-1,8,Yes,Yes
27,M,African-American,25 - 45,High,Male,13,-1,8,Yes,Yes
51,F,African-American,Greater than 45,High,Female,16,-122,8,No,No
26,M,African-American,25 - 45,Medium,Male,1,-1,6,Yes,Yes
29,F,African-American,25 - 45,Medium,Male,3,0,5,Yes,Yes
52,F,Caucasian,Greater than 45,Medium,Male,6,-1,5,Yes,Yes
28,F,Caucasian,25 - 45,Low,Male,1,0,4,Yes,Yes
34,F,Native American,25 - 45,Medium,Female,4,-152,7,Yes,Yes
55,F,African-American,Greater than 45,Low,Male,5,-1,3,Yes,Yes
26,F,African-American,25 - 45,High,Male,10,-1,9,Yes,Yes
28,F,African-American,25 - 45,High,Male,5,-1,10,No,No
63,F,Caucasian,Greater than 45,Low,Male,2,-3,1,No,No
42,F,African-American,25 - 45,Low,Male,0,0,1,No,No
23,F,African-American,Less than 25,Medium,Male,6,-1,6,Yes,No
54,F,African-American,Greater than 45,High,Male,28,-1,9,Yes,Yes
35,F,African-American,25 - 45,Medium,Male,8,-1,7,Yes,Yes
24,F,African-American,Less than 25,High,Female,6,-1,9,Yes,Yes
54,M,African-American,Greater than 45,Low,Male,2,-26,1,No,No
58,M,African-American,Greater than 45,Medium,Male,12,-1,6,Yes,Yes
23,M,Caucasian,Less than 25,Medium,Male,1,0,5,Yes,Yes
35,M,African-American,25 - 45,Low,Male,1,-1,2,No,No
20,F,African-American,Less than 25,High,Male,1,0,10,Yes,Yes
51,F,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
24,F,Hispanic,Less than 25,High,Male,0,0,10,No,No
37,F,Caucasian,25 - 45,Low,Male,3,-14,2,No,No
47,F,Caucasian,Greater than 45,Low,Male,3,-1,1,No,No
34,F,Caucasian,25 - 45,Medium,Male,4,-1,6,Yes,Yes
56,F,Caucasian,Greater than 45,Low,Male,0,-2,1,No,No
34,F,Hispanic,25 - 45,Low,Male,4,-1,1,Yes,Yes
59,F,Caucasian,Greater than 45,Low,Male,1,-2,1,Yes,Yes
35,F,Asian,25 - 45,Medium,Male,0,-1,6,No,No
58,F,Hispanic,Greater than 45,Low,Male,1,-11,1,No,No
29,M,Hispanic,25 - 45,Low,Male,2,-26,4,No,No
24,F,Caucasian,Less than 25,High,Female,6,0,9,Yes,Yes
21,M,Caucasian,Less than 25,High,Male,2,-1,9,Yes,Yes
50,F,Asian,Greater than 45,Medium,Male,5,0,7,Yes,Yes
26,F,African-American,25 - 45,Low,Male,1,-1,2,No,No
30,M,Caucasian,25 - 45,Low,Female,0,-1,2,No,No
29,F,Caucasian,25 - 45,High,Male,6,-43,9,Yes,Yes
29,M,Caucasian,25 - 45,Low,Male,0,0,4,Yes,Yes
54,M,African-American,Greater than 45,Low,Male,0,-1,1,No,No
29,F,African-American,25 - 45,Low,Male,4,-1,4,Yes,Yes
59,M,Caucasian,Greater than 45,Low,Female,0,-2,1,No,No
38,F,African-American,25 - 45,Medium,Male,0,0,5,No,No
22,F,Hispanic,Less than 25,Medium,Female,2,49,5,Yes,Yes
29,F,African-American,25 - 45,Medium,Male,4,-53,7,Yes,Yes
27,M,Caucasian,25 - 45,Low,Male,1,-1,3,Yes,Yes
26,F,Hispanic,25 - 45,Medium,Male,7,-1,5,Yes,Yes
52,F,Hispanic,Greater than 45,Low,Male,20,-1,3,No,No
66,F,African-American,Greater than 45,Medium,Male,33,0,6,Yes,Yes
27,F,Caucasian,25 - 45,Medium,Male,2,0,5,No,No
51,M,Caucasian,Greater than 45,Low,Male,1,-1,1,No,No
35,F,Caucasian,25 - 45,Low,Male,1,0,2,No,No
52,M,Caucasian,Greater than 45,Low,Male,4,-1,3,No,No
35,M,African-American,25 - 45,Low,Female,12,-54,2,No,No
48,F,Other,Greater than 45,Medium,Male,12,0,5,No,No
26,M,African-American,25 - 45,Low,Female,0,-1,2,No,No
48,M,Caucasian,Greater than 45,Low,Female,0,0,1,No,No
30,M,Hispanic,25 - 45,Low,Male,7,-1,4,No,No
28,M,Other,25 - 45,Low,Male,2,-1,1,No,No
33,M,African-American,25 - 45,Low,Male,2,0,3,No,No
34,F,African-American,25 - 45,Low,Female,6,-1,4,No,No
25,M,Other,25 - 45,Low,Male,0,0,1,No,No
59,F,African-American,Greater than 45,Medium,Male,10,-1,7,Yes,Yes
29,F,African-American,25 - 45,Medium,Male,5,-1,5,Yes,Yes
24,F,Caucasian,Less than 25,Low,Male,0,0,2,No,No
48,F,Caucasian,Greater than 45,Medium,Male,1,-1,7,Yes,Yes
55,M,African-American,Greater than 45,High,Male,0,61,8,Yes,Yes
52,M,African-American,Greater than 45,Medium,Male,4,0,5,No,No
20,F,African-American,Less than 25,Low,Male,0,0,4,Yes,Yes
25,F,Caucasian,25 - 45,Low,Male,4,-5,4,Yes,Yes
24,F,Caucasian,Less than 25,Low,Male,0,-1,2,No,No
23,M,Caucasian,Less than 25,High,Male,0,-1,9,No,No
27,F,Caucasian,25 - 45,Low,Male,6,-1,4,Yes,No
25,M,African-American,25 - 45,Low,Male,1,-1,3,Yes,Yes
31,F,African-American,25 - 45,Low,Male,0,-1,2,No,No
25,F,African-American,25 - 45,Low,Male,6,-1,4,Yes,Yes
32,F,Caucasian,25 - 45,Low,Male,1,-7,1,Yes,Yes
21,F,Caucasian,Less than 25,Low,Male,0,-1,3,Yes,Yes
37,F,Other,25 - 45,Low,Male,1,-1,1,No,No
25,F,Caucasian,25 - 45,Low,Male,0,0,3,No,No
32,F,Hispanic,25 - 45,High,Male,20,0,10,No,No
35,F,African-American,25 - 45,Medium,Male,0,-1,7,No,No
42,F,African-American,25 - 45,Medium,Male,14,-1,7,Yes,Yes
24,M,Caucasian,Less than 25,High,Male,9,-23,10,Yes,Yes
22,F,Caucasian,Less than 25,High,Male,6,168,10,Yes,Yes
21,F,Hispanic,Less than 25,Medium,Male,0,-1,6,Yes,Yes
47,M,Caucasian,Greater than 45,Low,Male,1,0,1,No,No
27,F,African-American,25 - 45,High,Male,5,-1,9,Yes,Yes
43,M,Hispanic,25 - 45,Low,Male,2,-12,1,Yes,Yes
46,F,Caucasian,Greater than 45,Medium,Male,2,-1,6,Yes,Yes
44,M,African-American,25 - 45,Low,Male,1,0,3,No,No
23,F,Caucasian,Less than 25,Low,Male,2,-1,2,No,No
42,F,African-American,25 - 45,Medium,Male,8,-1,5,No,No
58,F,African-American,Greater than 45,Medium,Male,6,-1,6,No,No
26,F,African-American,25 - 45,Medium,Male,3,-1,6,Yes,No
48,F,Other,Greater than 45,Low,Female,0,-1,1,No,No
39,F,African-American,25 - 45,Low,Male,3,-1,3,Yes,Yes
21,F,African-American,Less than 25,Medium,Male,3,0,5,Yes,Yes
63,M,Caucasian,Greater than 45,Low,Male,1,-9,1,No,No
22,F,African-American,Less than 25,Medium,Male,3,-11,7,Yes,Yes
50,M,African-American,Greater than 45,Low,Male,3,-1,3,No,No
38,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
41,F,Caucasian,25 - 45,Medium,Male,1,-6,6,No,No
28,F,African-American,25 - 45,High,Male,16,-1,8,Yes,Yes
30,M,African-American,25 - 45,Low,Female,0,0,3,No,No
23,F,African-American,Less than 25,Medium,Male,1,0,5,No,No
25,F,Caucasian,25 - 45,Low,Male,2,-13,4,Yes,Yes
40,F,Caucasian,25 - 45,Low,Male,5,0,4,No,No
24,F,Hispanic,Less than 25,High,Male,8,0,8,No,No
27,M,African-American,25 - 45,Low,Male,5,0,4,Yes,Yes
44,M,Caucasian,25 - 45,Low,Male,11,0,3,No,No
35,F,African-American,25 - 45,Low,Female,6,-1,2,Yes,Yes
42,M,Caucasian,25 - 45,Low,Male,0,0,1,No,No
38,F,African-American,25 - 45,Medium,Male,15,0,7,Yes,No
26,F,Hispanic,25 - 45,Medium,Male,4,0,6,No,No
25,M,African-American,25 - 45,Low,Female,0,-1,3,No,No
64,F,Hispanic,Greater than 45,Low,Male,1,-8,1,No,No
49,M,Caucasian,Greater than 45,Low,Female,2,0,1,Yes,Yes
50,F,Caucasian,Greater than 45,Low,Male,5,-1,1,Yes,Yes
28,F,Caucasian,25 - 45,Medium,Male,8,162,6,Yes,Yes
66,M,Caucasian,Greater than 45,Low,Male,0,0,1,Yes,Yes
46,M,Caucasian,Greater than 45,Low,Female,0,-1,1,No,No
30,F,African-American,25 - 45,Medium,Male,5,-1,6,Yes,Yes
22,M,Caucasian,Less than 25,Low,Female,0,0,3,No,No
23,M,Caucasian,Less than 25,Low,Male,1,-1,4,No,No
30,M,Other,25 - 45,Medium,Male,0,-1,6,Yes,Yes
24,F,African-American,Less than 25,High,Male,10,75,10,Yes,Yes
31,M,Hispanic,25 - 45,Low,Male,0,-1,1,No,No
31,F,Other,25 - 45,Low,Male,1,-1,2,No,No
21,F,African-American,Less than 25,Medium,Male,4,622,7,Yes,Yes
28,F,African-American,25 - 45,High,Male,4,747,8,Yes,No
25,M,African-American,25 - 45,Low,Male,0,-1,3,Yes,No
21,F,Caucasian,Less than 25,Medium,Female,0,-1,7,No,No
27,M,African-American,25 - 45,Low,Male,0,-1,2,No,No
20,M,Hispanic,Less than 25,Low,Male,0,-1,2,Yes,Yes
32,F,Hispanic,25 - 45,Low,Male,1,-27,1,No,No
24,F,Caucasian,Less than 25,Medium,Female,0,0,5,No,No
20,F,African-American,Less than 25,Low,Male,1,-1,3,No,No
31,M,African-American,25 - 45,High,Male,3,-20,8,Yes,Yes
27,M,African-American,25 - 45,Medium,Male,3,-1,7,Yes,Yes
59,F,African-American,Greater than 45,Medium,Male,17,-65,5,Yes,Yes
40,F,African-American,25 - 45,Low,Male,0,-1,2,No,No
22,F,African-American,Less than 25,High,Male,11,0,10,Yes,Yes
38,F,African-American,25 - 45,Low,Female,1,-1,1,No,No
36,M,Hispanic,25 - 45,High,Male,1,-8,10,Yes,Yes
30,M,African-American,25 - 45,Medium,Male,1,0,7,No,No
27,F,Caucasian,25 - 45,Medium,Male,6,-1,6,Yes,Yes
59,M,Caucasian,Greater than 45,Low,Female,0,0,1,No,No
37,M,Caucasian,25 - 45,Low,Male,2,-2,1,No,No
28,M,African-American,25 - 45,Medium,Male,5,0,7,Yes,Yes
38,F,Caucasian,25 - 45,Low,Male,0,0,1,No,No
22,F,African-American,Less than 25,High,Male,0,-1,8,Yes,Yes
43,M,Hispanic,25 - 45,Low,Male,1,-44,1,No,No
25,F,African-American,25 - 45,Medium,Male,4,-1,5,Yes,Yes
51,M,Caucasian,Greater than 45,Low,Male,0,0,1,No,No
29,M,Caucasian,25 - 45,Low,Male,2,29,2,Yes,Yes
28,F,African-American,25 - 45,Low,Male,10,0,3,No,No
55,M,African-American,Greater than 45,Low,Male,9,0,3,Yes,Yes
23,F,Caucasian,Less than 25,High,Female,3,-1,10,No,No
22,M,African-American,Less than 25,Medium,Female,0,-1,5,No,No
19,F,Caucasian,Less than 25,High,Female,2,-2,10,Yes,Yes
31,M,African-American,25 - 45,Low,Male,1,-27,1,No,No
29,M,African-American,25 - 45,Low,Male,0,0,1,No,No
61,F,African-American,Greater than 45,Medium,Male,15,-1,6,Yes,Yes
24,F,African-American,Less than 25,High,Male,4,-175,10,Yes,Yes
31,M,Hispanic,25 - 45,Low,Male,0,0,2,No,No
20,F,African-American,Less than 25,High,Male,4,-1,9,Yes,Yes
26,F,Caucasian,25 - 45,Medium,Male,3,-1,7,Yes,Yes
27,M,Caucasian,25 - 45,High,Male,5,0,9,No,No
25,F,Caucasian,25 - 45,Medium,Male,1,-1,5,No,No
23,F,Caucasian,Less than 25,Medium,Male,3,-1,5,Yes,Yes
38,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
27,F,African-American,25 - 45,High,Male,18,0,9,Yes,Yes
35,F,Caucasian,25 - 45,Low,Female,0,0,3,Yes,Yes
22,F,Other,Less than 25,High,Male,0,-1,9,No,No
58,F,African-American,Greater than 45,Low,Female,4,-14,2,Yes,Yes
57,M,Caucasian,Greater than 45,Low,Female,0,-1,4,Yes,Yes
21,F,African-American,Less than 25,Low,Male,0,-1,3,No,No
22,F,African-American,Less than 25,High,Female,0,-1,8,No,No
30,F,African-American,25 - 45,Low,Male,0,-1,2,No,No
24,F,Caucasian,Less than 25,High,Male,1,-38,10,Yes,Yes
22,F,Caucasian,Less than 25,Low,Male,2,-40,4,Yes,Yes
29,F,Caucasian,25 - 45,Low,Male,3,-61,4,Yes,Yes
30,F,African-American,25 - 45,High,Male,8,-1,8,Yes,Yes
31,F,African-American,25 - 45,Medium,Female,10,-1,6,No,No
45,F,Caucasian,Greater than 45,Medium,Female,1,0,6,No,No
23,F,African-American,Less than 25,Medium,Male,4,320,7,No,No
39,F,Caucasian,25 - 45,Low,Male,2,-13,2,Yes,Yes
31,F,African-American,25 - 45,High,Male,0,-1,8,Yes,Yes
22,F,African-American,Less than 25,Low,Male,1,-1,4,Yes,Yes
27,F,African-American,25 - 45,Low,Female,9,-68,2,Yes,Yes
27,F,African-American,25 - 45,Medium,Male,13,-1,7,Yes,Yes
38,F,Caucasian,25 - 45,Low,Male,1,-1,1,Yes,Yes
31,F,African-American,25 - 45,High,Male,23,0,10,Yes,Yes
47,F,African-American,Greater than 45,High,Male,20,-1,9,No,No
22,F,African-American,Less than 25,Medium,Male,3,-1,7,No,No
35,M,African-American,25 - 45,High,Male,1,-1,9,Yes,Yes
23,M,Hispanic,Less than 25,Medium,Male,2,-19,6,Yes,Yes
65,M,African-American,Greater than 45,Low,Male,2,-18,2,Yes,Yes
35,M,African-American,25 - 45,Low,Male,0,-1,4,No,No
33,F,African-American,25 - 45,Low,Female,0,-1,3,No,No
53,M,Caucasian,Greater than 45,Low,Male,1,-10,1,No,No
52,F,Hispanic,Greater than 45,Low,Male,0,-1,1,No,No
21,F,African-American,Less than 25,Medium,Male,0,-1,5,No,No
37,F,African-American,25 - 45,Low,Male,11,-1,4,No,No
30,M,Other,25 - 45,High,Male,4,-1,9,Yes,Yes
33,F,Caucasian,25 - 45,Medium,Male,5,-32,5,No,No
54,F,Other,Greater than 45,Low,Male,0,0,1,No,No
31,M,African-American,25 - 45,Low,Female,0,0,1,No,No
59,F,Caucasian,Greater than 45,Low,Female,2,26,3,No,No
27,M,African-American,25 - 45,Low,Male,0,-1,2,No,No
36,M,African-American,25 - 45,Medium,Male,0,-1,7,Yes,Yes
46,F,African-American,Greater than 45,High,Male,17,-1,9,Yes,Yes
22,F,African-American,Less than 25,High,Male,3,0,9,No,No
28,M,Caucasian,25 - 45,Low,Female,0,-1,2,No,No
34,F,Caucasian,25 - 45,High,Female,15,-4,9,Yes,Yes
29,F,Hispanic,25 - 45,High,Male,7,-2,9,Yes,Yes
23,M,African-American,Less than 25,High,Male,2,0,10,Yes,Yes
27,F,African-American,25 - 45,Low,Male,3,-1,4,No,No
21,F,Asian,Less than 25,Medium,Male,0,-1,6,Yes,Yes
48,F,Caucasian,Greater than 45,Low,Male,3,-3,1,Yes,Yes
30,F,African-American,25 - 45,High,Male,15,210,9,Yes,Yes
32,F,African-American,25 - 45,Low,Female,2,-43,2,No,No
31,F,African-American,25 - 45,Medium,Male,5,-1,7,No,No
36,M,African-American,25 - 45,Medium,Male,4,-1,5,No,No
44,F,African-American,25 - 45,High,Male,14,-1,8,Yes,Yes
53,F,Caucasian,Greater than 45,Low,Male,2,-2,1,No,No
33,M,African-American,25 - 45,Low,Male,3,-1,2,Yes,Yes
21,F,African-American,Less than 25,High,Male,2,-306,10,No,No
33,F,African-American,25 - 45,High,Male,4,236,8,Yes,Yes
47,F,Caucasian,Greater than 45,Medium,Male,2,0,5,Yes,Yes
57,F,African-American,Greater than 45,Medium,Male,20,0,7,Yes,Yes
28,M,African-American,25 - 45,Low,Male,2,-1,4,No,No
24,M,African-American,Less than 25,Medium,Male,1,-1,6,No,No
44,F,African-American,25 - 45,Low,Male,1,-1,1,No,No
46,F,African-American,Greater than 45,Low,Male,0,-1,1,No,No
37,F,African-American,25 - 45,Low,Male,6,0,3,No,No
26,M,African-American,25 - 45,Medium,Male,10,-6,6,Yes,Yes
27,F,African-American,25 - 45,High,Male,10,0,8,Yes,Yes
40,F,Caucasian,25 - 45,Low,Male,1,-1,2,No,No
60,F,Caucasian,Greater than 45,Low,Female,9,0,3,Yes,Yes
53,F,Caucasian,Greater than 45,Low,Male,1,-6,1,No,No
26,F,African-American,25 - 45,Medium,Male,8,-52,6,No,No
28,F,African-American,25 - 45,Low,Male,0,-1,1,No,No
23,M,Hispanic,Less than 25,Low,Male,0,0,4,No,No
46,F,Caucasian,Greater than 45,High,Female,2,-1,8,No,No
23,F,African-American,Less than 25,Medium,Male,0,-1,5,Yes,Yes
50,F,African-American,Greater than 45,High,Male,18,-1,8,Yes,Yes
45,M,African-American,Greater than 45,Low,Male,0,-1,1,No,No
22,F,African-American,Less than 25,Medium,Male,1,-1,5,No,No
26,F,Caucasian,25 - 45,Low,Male,1,0,2,Yes,Yes
62,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
34,M,Caucasian,25 - 45,Low,Male,0,0,1,Yes,Yes
24,F,Hispanic,Less than 25,High,Male,1,-6,10,No,No
21,M,Caucasian,Less than 25,Low,Male,0,-1,2,No,No
25,F,Caucasian,25 - 45,Low,Male,0,-1,2,Yes,Yes
68,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
41,M,Caucasian,25 - 45,Low,Male,2,-47,2,No,No
21,F,Caucasian,Less than 25,Low,Male,1,-1,3,No,No
37,F,Hispanic,25 - 45,Low,Female,1,-1,3,No,No
22,F,African-American,Less than 25,High,Male,0,0,8,No,No
38,F,Caucasian,25 - 45,Low,Male,11,-268,4,Yes,Yes
42,F,Caucasian,25 - 45,Low,Male,1,-1,1,No,No
22,F,Caucasian,Less than 25,Low,Male,1,-1,4,Yes,Yes
45,F,African-American,Greater than 45,Low,Male,0,-1,4,Yes,Yes
36,F,African-American,25 - 45,High,Female,4,-1,10,Yes,Yes
48,F,African-American,Greater than 45,Medium,Male,2,0,6,No,No
45,F,Caucasian,Greater than 45,Low,Female,1,-106,1,No,No
23,F,African-American,Less than 25,High,Male,6,-1,9,Yes,Yes
24,F,African-American,Less than 25,High,Male,0,0,8,No,No
29,F,African-American,25 - 45,Low,Male,0,-1,2,No,No
24,F,African-American,Less than 25,Low,Male,0,-3,3,No,No
50,F,African-American,Greater than 45,High,Male,11,0,9,No,No
34,F,African-American,25 - 45,Medium,Male,10,0,7,Yes,Yes
23,F,African-American,Less than 25,Low,Male,0,0,2,No,No
22,M,Caucasian,Less than 25,Medium,Female,0,-1,5,No,No
36,F,Other,25 - 45,Low,Male,0,-1,1,No,No
30,F,Caucasian,25 - 45,Medium,Male,22,-1,5,Yes,Yes
21,F,African-American,Less than 25,High,Male,0,-1,10,Yes,Yes
53,F,Caucasian,Greater than 45,Low,Female,0,0,1,No,No
24,F,Caucasian,Less than 25,Low,Male,1,-37,3,No,No
25,M,African-American,25 - 45,Medium,Male,7,-1,5,Yes,Yes
25,M,African-American,25 - 45,High,Female,1,0,9,No,No
71,F,African-American,Greater than 45,Low,Male,8,-1,1,No,No
39,M,African-American,25 - 45,High,Male,10,-1,9,No,No
37,F,African-American,25 - 45,Medium,Female,0,0,5,No,No
20,F,African-American,Less than 25,Medium,Male,0,0,5,Yes,Yes
29,F,African-American,25 - 45,Medium,Female,3,-1,5,No,No
22,F,African-American,Less than 25,Medium,Male,2,-1,5,Yes,Yes
26,F,African-American,25 - 45,Medium,Male,4,-1,7,Yes,Yes
47,F,African-American,Greater than 45,High,Female,19,-1,10,Yes,Yes
21,F,Other,Less than 25,Low,Male,1,-1,4,Yes,Yes
23,M,Other,Less than 25,High,Female,0,-1,10,No,No
20,F,Caucasian,Less than 25,High,Female,1,-1,8,Yes,Yes
23,F,African-American,Less than 25,Low,Female,0,-1,2,No,No
27,M,Native American,25 - 45,Medium,Male,3,0,7,No,No
55,F,Caucasian,Greater than 45,Low,Male,18,-47,2,Yes,Yes
53,F,African-American,Greater than 45,Low,Female,0,0,1,No,No
23,F,African-American,Less than 25,Medium,Female,0,-1,7,Yes,No
26,F,African-American,25 - 45,Medium,Male,5,-1,7,Yes,Yes
25,F,African-American,25 - 45,Medium,Male,6,-1,6,Yes,No
23,M,Other,Less than 25,Low,Male,2,-1,4,No,No
27,F,African-American,25 - 45,High,Male,4,0,9,Yes,Yes
26,M,African-American,25 - 45,Low,Male,2,-106,3,No,No
29,M,African-American,25 - 45,Low,Male,1,-1,4,No,No
27,F,Other,25 - 45,Low,Male,1,-1,2,Yes,Yes
28,F,Hispanic,25 - 45,Low,Male,0,-1,2,No,No
31,M,African-American,25 - 45,Low,Male,0,-1,2,No,No
41,F,African-American,25 - 45,Medium,Male,8,-29,6,Yes,Yes
25,M,Caucasian,25 - 45,Low,Male,0,-2,2,No,No
47,M,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
37,F,African-American,25 - 45,Low,Male,4,-1,2,No,No
35,F,African-American,25 - 45,Medium,Female,4,-1,5,No,No
24,M,Caucasian,Less than 25,Low,Male,1,0,4,Yes,Yes
21,F,Caucasian,Less than 25,High,Male,2,-1,9,Yes,Yes
22,F,Caucasian,Less than 25,Low,Male,0,0,4,Yes,Yes
57,F,African-American,Greater than 45,Medium,Male,11,-1,6,No,No
48,F,Caucasian,Greater than 45,Medium,Male,0,-1,7,No,No
36,F,Other,25 - 45,Low,Male,0,-1,1,No,No
37,F,African-American,25 - 45,Medium,Female,3,-1,7,No,No
31,M,Caucasian,25 - 45,Low,Male,0,0,1,No,No
22,F,African-American,Less than 25,High,Male,1,-1,9,Yes,Yes
31,M,Caucasian,25 - 45,Low,Male,2,0,3,No,No
24,F,African-American,Less than 25,Medium,Male,0,-1,5,Yes,Yes
32,F,African-American,25 - 45,High,Male,22,0,9,Yes,Yes
23,M,Other,Less than 25,Low,Female,0,-1,4,No,No
63,M,African-American,Greater than 45,Low,Male,0,-1,1,No,No
30,F,Other,25 - 45,Low,Male,0,-1,1,No,No
26,F,Caucasian,25 - 45,Medium,Male,2,-38,5,Yes,Yes
20,F,Caucasian,Less than 25,Low,Male,0,-1,4,No,No
24,M,African-American,Less than 25,Medium,Female,1,0,5,Yes,Yes
36,M,African-American,25 - 45,Low,Female,1,-1,2,No,No
83,M,Hispanic,Greater than 45,Low,Male,0,0,1,No,No
28,F,Caucasian,25 - 45,Medium,Male,2,0,6,No,No
36,F,African-American,25 - 45,Low,Male,3,-1,2,Yes,Yes
33,M,African-American,25 - 45,Low,Female,0,-1,2,No,No
39,F,African-American,25 - 45,Low,Male,0,0,3,No,No
29,M,Other,25 - 45,Medium,Male,3,0,7,No,No
30,F,African-American,25 - 45,High,Male,17,-4,10,Yes,Yes
19,M,Caucasian,Less than 25,Medium,Female,1,140,6,Yes,Yes
24,F,African-American,Less than 25,Low,Male,1,-1,1,Yes,Yes
36,F,Hispanic,25 - 45,Medium,Male,11,-79,7,No,No
35,F,African-American,25 - 45,Medium,Male,7,-1,6,No,No
24,F,African-American,Less than 25,Low,Male,0,-1,3,No,No
26,M,Caucasian,25 - 45,Low,Male,0,773,2,No,No
26,F,Caucasian,25 - 45,Low,Male,8,-1,4,No,No
28,F,African-American,25 - 45,Medium,Male,14,-1,7,Yes,Yes
32,M,African-American,25 - 45,Medium,Male,0,-1,5,No,No
32,M,Caucasian,25 - 45,Low,Female,1,-1,3,Yes,Yes
33,M,African-American,25 - 45,High,Male,5,0,8,Yes,Yes
29,F,African-American,25 - 45,High,Male,16,-1,10,No,No
34,M,Caucasian,25 - 45,Low,Male,1,-1,3,Yes,Yes
37,M,Other,25 - 45,Low,Female,0,-1,1,Yes,Yes
43,M,Caucasian,25 - 45,Low,Male,0,0,1,No,No
47,F,Caucasian,Greater than 45,Low,Male,2,-3,4,No,No
25,M,African-American,25 - 45,Medium,Male,3,0,6,Yes,Yes
23,F,African-American,Less than 25,Low,Female,1,-1,3,No,No
39,M,Caucasian,25 - 45,Low,Male,2,-1,2,Yes,No
35,F,African-American,25 - 45,High,Male,13,-1,8,Yes,Yes
33,F,Other,25 - 45,Low,Male,0,-1,1,No,No
21,F,Other,Less than 25,Low,Male,0,-1,3,Yes,Yes
43,F,African-American,25 - 45,High,Male,20,0,8,No,No
25,F,African-American,25 - 45,High,Male,3,-1,8,Yes,Yes
48,F,African-American,Greater than 45,High,Male,25,-1,10,Yes,Yes
22,M,African-American,Less than 25,Medium,Male,1,28,7,Yes,Yes
52,M,African-American,Greater than 45,High,Male,9,-1,8,Yes,Yes
26,F,Caucasian,25 - 45,Low,Male,5,-1,4,Yes,Yes
67,M,African-American,Greater than 45,Medium,Male,4,-1,7,Yes,Yes
34,M,African-American,25 - 45,Low,Male,4,-1,2,No,No
56,M,Caucasian,Greater than 45,Low,Male,4,-1,1,Yes,No
28,F,African-American,25 - 45,Low,Male,1,-1,4,Yes,Yes
29,M,African-American,25 - 45,Low,Male,2,-1,4,No,No
37,F,African-American,25 - 45,Medium,Male,6,-1,5,Yes,Yes
43,F,Other,25 - 45,Low,Male,3,-1,2,No,No
51,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
20,M,African-American,Less than 25,Medium,Male,1,-2,7,Yes,Yes
26,M,Caucasian,25 - 45,Medium,Male,4,0,7,Yes,Yes
39,M,Caucasian,25 - 45,Low,Female,1,-1,2,Yes,Yes
21,F,African-American,Less than 25,High,Male,1,-1,8,No,No
21,F,African-American,Less than 25,High,Male,1,-1,9,Yes,Yes
24,F,Caucasian,Less than 25,Low,Male,3,-1,4,Yes,Yes
26,M,African-American,25 - 45,High,Male,4,-1,8,Yes,Yes
48,F,Caucasian,Greater than 45,Low,Male,1,0,2,No,No
24,F,African-American,Less than 25,Medium,Male,5,-1,5,Yes,Yes
26,F,Caucasian,25 - 45,Low,Male,0,0,4,No,No
46,F,Caucasian,Greater than 45,Low,Male,0,-1,1,No,No
